category,term.ID,term.description,observed.gene.count,background.gene.count,strength,signal,false.discovery.rate,matching.proteins.in.your.network..IDs.,matching.proteins.in.your.network..labels.
GO Process,GO:0032649,Regulation of interferon-gamma production,10,120,1.22,1.66,5.82E-08,"9606.ENSP00000246657,9606.ENSP00000268638,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000312082,9606.ENSP00000358490,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000379873,9606.ENSP00000398698","CCR7,IRF8,CCR2,LAPTM5,TLR8,CD2,TLR4,JAK2,HLA-A,TNF"
GO Process,GO:0001909,Leukocyte mediated cytotoxicity,8,56,1.45,1.84,5.84E-08,"9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000306157,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000498321","GZMB,CORO1A,IL7R,FCGR3A,CD2,HLA-A,PTPN6,MYD88"
GO Process,GO:0001910,Regulation of leukocyte mediated cytotoxicity,9,86,1.31,1.74,6.34E-08,"9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000472929,9606.ENSP00000496959","TYROBP,ICAM1,IL7R,HLA-A,HLA-B,ARRB2,PTPRC,VAV1,ITGAM"
GO Process,GO:0032677,Regulation of interleukin-8 production,9,86,1.31,1.74,6.34E-08,"9606.ENSP00000009530,9606.ENSP00000260010,9606.ENSP00000312082,9606.ENSP00000358490,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000498321","CD74,TLR2,TLR8,CD2,TLR4,SYK,TNF,PTPRC,MYD88"
GO Process,GO:0009612,Response to mechanical stimulus,12,214,1.04,1.47,8.18E-08,"9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000245414,9606.ENSP00000305651,9606.ENSP00000312082,9606.ENSP00000354394,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000433138,9606.ENSP00000498321","TGFB1,NFKB1,IRF1,CXCL10,TLR8,STAT1,CD40,TLR4,CXCR4,TNF,CASP1,MYD88"
GO Process,GO:0019722,Calcium-mediated signaling,11,169,1.11,1.53,9.26E-08,"9606.ENSP00000011653,9606.ENSP00000246657,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000356946,9606.ENSP00000364898,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000483570","CD4,CCR7,ZAP70,CCR2,CCR5,FCGR3A,SYK,CXCR4,TNF,PTPRC,BTK"
GO Process,GO:0050868,Negative regulation of T cell activation,10,129,1.18,1.59,1.07E-07,"9606.ENSP00000009530,9606.ENSP00000221930,9606.ENSP00000245414,9606.ENSP00000294507,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000361021,9606.ENSP00000375629,9606.ENSP00000391592,9606.ENSP00000497102","CD74,TGFB1,IRF1,LAPTM5,CASP3,CD86,PTEN,LILRB2,PTPN6,CTLA4"
GO Process,GO:0051282,Regulation of sequestering of calcium ion,10,130,1.18,1.58,1.14E-07,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000356694,9606.ENSP00000391592,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000477713","CORO1A,TGFB1,CCR7,CCR5,CXCL10,FASLG,PTPN6,PTPRC,LYN,LCK"
GO Process,GO:0045061,Thymic T cell selection,6,19,1.79,1.93,1.17E-07,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000264972,9606.ENSP00000300692,9606.ENSP00000411355,9606.ENSP00000429283","CD74,CCR7,ZAP70,CD3D,PTPRC,DOCK2"
GO Process,GO:2000106,Regulation of leukocyte apoptotic process,9,95,1.27,1.64,1.36E-07,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000320176,9606.ENSP00000361021,9606.ENSP00000380697,9606.ENSP00000428924,9606.ENSP00000483570","CD74,CCR7,CD27,IL7R,HCLS1,PTEN,IRF7,LYN,BTK"
GO Process,GO:0031343,Positive regulation of cell killing,8,64,1.39,1.72,1.45E-07,"9606.ENSP00000229135,9606.ENSP00000262629,9606.ENSP00000364898,9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000472929,9606.ENSP00000496959","IFNG,TYROBP,SYK,HLA-A,HLA-B,PTPRC,VAV1,ITGAM"
GO Process,GO:0031663,Lipopolysaccharide-mediated signaling pathway,7,39,1.55,1.81,1.52E-07,"9606.ENSP00000221930,9606.ENSP00000260010,9606.ENSP00000363089,9606.ENSP00000365012,9606.ENSP00000398698,9606.ENSP00000428924,9606.ENSP00000498321","TGFB1,TLR2,TLR4,HCK,TNF,LYN,MYD88"
GO Process,GO:0032757,Positive regulation of interleukin-8 production,8,65,1.38,1.71,1.59E-07,"9606.ENSP00000009530,9606.ENSP00000260010,9606.ENSP00000312082,9606.ENSP00000358490,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000398698,9606.ENSP00000498321","CD74,TLR2,TLR8,CD2,TLR4,SYK,TNF,MYD88"
GO Process,GO:0046631,Alpha-beta T cell activation,9,97,1.26,1.62,1.59E-07,"9606.ENSP00000245414,9606.ENSP00000264972,9606.ENSP00000300692,9606.ENSP00000354782,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000379873,9606.ENSP00000411355,9606.ENSP00000429283","IRF1,ZAP70,CD3D,CD247,SYK,IRF4,HLA-A,PTPRC,DOCK2"
GO Process,GO:0002685,Regulation of leukocyte migration,12,231,1.01,1.39,1.75E-07,"9606.ENSP00000009530,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000264832,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000398698,9606.ENSP00000428924,9606.ENSP00000498321","CD74,CORO1A,TGFB1,CCR7,RAC2,ICAM1,CSF1R,CCR2,CXCL10,TNF,LYN,MYD88"
GO Process,GO:0008283,Cell population proliferation,19,712,0.72,1.06,1.84E-07,"9606.ENSP00000009530,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000249071,9606.ENSP00000286301,9606.ENSP00000306157,9606.ENSP00000312999,9606.ENSP00000354394,9606.ENSP00000357643,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000378699,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000429283,9606.ENSP00000483570","CD74,XBP1,CORO1A,TGFB1,RAC2,CSF1R,IL7R,GNAI2,STAT1,MKI67,PTEN,CD40,TLR4,CDK1,PTPN6,TNF,PTPRC,DOCK2,BTK"
GO Process,GO:0002861,Regulation of inflammatory response to antigenic stimulus,7,42,1.52,1.75,2.34E-07,"9606.ENSP00000246657,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000398698,9606.ENSP00000428924,9606.ENSP00000483570","CCR7,FGR,SYK,HCK,TNF,LYN,BTK"
GO Process,GO:0045089,Positive regulation of innate immune response,10,144,1.14,1.48,2.73E-07,"9606.ENSP00000262629,9606.ENSP00000312082,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000380697,9606.ENSP00000428924,9606.ENSP00000472929","TYROBP,TLR8,IFI16,MNDA,TLR4,SYK,HCK,IRF7,LYN,VAV1"
GO Process,GO:0050729,Positive regulation of inflammatory response,10,145,1.13,1.47,2.90E-07,"9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000292301,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000376436,9606.ENSP00000398698,9606.ENSP00000433138,9606.ENSP00000483570","IFNG,CCR7,TLR2,CCR2,TLR4,JAK2,ETS1,TNF,CASP1,BTK"
GO Process,GO:0032722,Positive regulation of chemokine production,8,71,1.35,1.63,2.91E-07,"9606.ENSP00000009530,9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000286301,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000398698,9606.ENSP00000498321","CD74,IFNG,TLR2,CSF1R,TLR4,SYK,TNF,MYD88"
GO Process,GO:0046635,Positive regulation of alpha-beta T cell activation,8,71,1.35,1.63,2.91E-07,"9606.ENSP00000229135,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000332049,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000379873,9606.ENSP00000411355","IFNG,ZAP70,CCR2,CD86,SYK,JAK2,HLA-A,PTPRC"
GO Process,GO:0030595,Leukocyte chemotaxis,10,149,1.12,1.44,3.62E-07,"9606.ENSP00000219150,9606.ENSP00000246657,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000364898,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000472929","CORO1A,CCR7,FCER1G,CCR2,CCR5,CXCL10,SYK,ITGB2,CXCR4,VAV1"
GO Process,GO:0042102,Positive regulation of T cell proliferation,9,108,1.22,1.52,3.62E-07,"9606.ENSP00000219150,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000332049,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000411355","CORO1A,ZAP70,CCR2,CD86,SYK,JAK2,LILRB2,HLA-A,PTPRC"
GO Process,GO:0002687,Positive regulation of leukocyte migration,10,151,1.12,1.43,4.07E-07,"9606.ENSP00000009530,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000264832,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000398698","CD74,CORO1A,TGFB1,CCR7,RAC2,ICAM1,CSF1R,CCR2,CXCL10,TNF"
GO Process,GO:0051345,Positive regulation of hydrolase activity,17,589,0.75,1.07,4.20E-07,"9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000294507,9606.ENSP00000320147,9606.ENSP00000332049,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000361359,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000472929,9606.ENSP00000477713","IFNG,PLEK,CCR7,LAPTM5,EZH2,CD86,FASLG,IFI16,CD40,SYK,JAK2,TNF,PTPRC,LYN,CASP1,VAV1,LCK"
GO Process,GO:0032729,Positive regulation of interferon-gamma production,8,78,1.31,1.54,5.57E-07,"9606.ENSP00000268638,9606.ENSP00000292301,9606.ENSP00000312082,9606.ENSP00000358490,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000379873,9606.ENSP00000398698","IRF8,CCR2,TLR8,CD2,TLR4,JAK2,HLA-A,TNF"
GO Process,GO:0043281,Regulation of cysteine-type endopeptidase activity involved in apoptotic process,11,205,1.02,1.33,5.57E-07,"9606.ENSP00000266557,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000356694,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000433138,9606.ENSP00000477713","CD27,LAPTM5,BIRC5,FASLG,SYK,JAK2,CD44,TNF,ARRB2,CASP1,LCK"
GO Process,GO:0045059,Positive thymic T cell selection,5,11,1.95,1.79,5.63E-07,"9606.ENSP00000009530,9606.ENSP00000264972,9606.ENSP00000300692,9606.ENSP00000411355,9606.ENSP00000429283","CD74,ZAP70,CD3D,PTPRC,DOCK2"
GO Process,GO:0045060,Negative thymic T cell selection,5,11,1.95,1.79,5.63E-07,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000264972,9606.ENSP00000411355,9606.ENSP00000429283","CD74,CCR7,ZAP70,PTPRC,DOCK2"
GO Process,GO:0046640,Regulation of alpha-beta T cell proliferation,7,49,1.45,1.62,5.77E-07,"9606.ENSP00000245414,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000379873,9606.ENSP00000411355","IRF1,ZAP70,CCR2,SYK,JAK2,HLA-A,PTPRC"
GO Process,GO:0060326,Cell chemotaxis,11,210,1.01,1.3,6.89E-07,"9606.ENSP00000219150,9606.ENSP00000246657,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000364898,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000403701,9606.ENSP00000472929","CORO1A,CCR7,FCER1G,CCR2,CCR5,CXCL10,SYK,ITGB2,CXCR4,ARRB2,VAV1"
GO Process,GO:0060333,Interferon-gamma-mediated signaling pathway,5,12,1.91,1.75,7.74E-07,"9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000354394,9606.ENSP00000365012,9606.ENSP00000371067","IFNG,IRF1,STAT1,HCK,JAK2"
GO Process,GO:0046641,Positive regulation of alpha-beta T cell proliferation,6,29,1.61,1.65,8.98E-07,"9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000379873,9606.ENSP00000411355","ZAP70,CCR2,SYK,JAK2,HLA-A,PTPRC"
GO Process,GO:0002698,Negative regulation of immune effector process,9,123,1.16,1.4,9.82E-07,"9606.ENSP00000221930,9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355","TGFB1,CCR2,IL7R,HLA-A,PTPN6,TNF,HLA-B,ARRB2,PTPRC"
GO Process,GO:0046651,Lymphocyte proliferation,9,124,1.16,1.39,1.05E-06,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000306157,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000391592,9606.ENSP00000411355,9606.ENSP00000429283","CORO1A,TGFB1,IL7R,PTEN,CD40,TLR4,PTPN6,PTPRC,DOCK2"
GO Process,GO:0043368,Positive T cell selection,6,30,1.6,1.62,1.06E-06,"9606.ENSP00000009530,9606.ENSP00000264972,9606.ENSP00000300692,9606.ENSP00000370343,9606.ENSP00000411355,9606.ENSP00000429283","CD74,ZAP70,CD3D,IRF4,PTPRC,DOCK2"
GO Process,GO:0010629,Negative regulation of gene expression,20,899,0.64,0.91,1.20E-06,"9606.ENSP00000216341,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000262629,9606.ENSP00000278616,9606.ENSP00000294507,9606.ENSP00000312082,9606.ENSP00000320147,9606.ENSP00000352516,9606.ENSP00000363089,9606.ENSP00000378699,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000483570","GZMB,AURKA,TGFB1,NFKB1,IFNG,CCR7,TYROBP,ATM,LAPTM5,TLR8,EZH2,DNMT1,TLR4,CDK1,PTPN6,TNF,ARRB2,INPP5D,PTPRC,BTK"
GO Process,GO:0001906,Cell killing,9,129,1.14,1.35,1.41E-06,"9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000498321","GZMB,CORO1A,CXCL10,IL7R,FCGR3A,CD2,HLA-A,PTPN6,MYD88"
GO Process,GO:0045765,Regulation of angiogenesis,12,288,0.91,1.16,1.59E-06,"9606.ENSP00000216037,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000361359,9606.ENSP00000367851,9606.ENSP00000376436,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000398698,9606.ENSP00000418960","XBP1,CCR2,CXCL10,STAT1,FASLG,CD40,CYBB,ETS1,ITGB2,CXCR4,TNF,BRCA1"
GO Process,GO:0007162,Negative regulation of cell adhesion,12,289,0.91,1.16,1.65E-06,"9606.ENSP00000009530,9606.ENSP00000221930,9606.ENSP00000245414,9606.ENSP00000294507,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000361021,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000391592,9606.ENSP00000411355,9606.ENSP00000497102","CD74,TGFB1,IRF1,LAPTM5,CASP3,CD86,PTEN,JAK2,LILRB2,PTPN6,PTPRC,CTLA4"
GO Process,GO:0045579,Positive regulation of B cell differentiation,5,15,1.82,1.63,1.82E-06,"9606.ENSP00000216037,9606.ENSP00000266557,9606.ENSP00000364898,9606.ENSP00000405338,9606.ENSP00000483570","XBP1,CD27,SYK,INPP5D,BTK"
GO Process,GO:0019882,Antigen processing and presentation,8,93,1.23,1.39,1.83E-06,"9606.ENSP00000009530,9606.ENSP00000264832,9606.ENSP00000289902,9606.ENSP00000357981,9606.ENSP00000364016,9606.ENSP00000379873,9606.ENSP00000386559,9606.ENSP00000399168","CD74,ICAM1,FCER1G,CTSS,PSMB8,HLA-A,CD8A,HLA-B"
GO Process,GO:0033077,T cell differentiation in thymus,7,63,1.34,1.42,2.57E-06,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000264972,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000411355,9606.ENSP00000429283","CD74,CCR7,ZAP70,CD3D,IL7R,PTPRC,DOCK2"
GO Process,GO:0042742,Defense response to bacterium,12,306,0.89,1.11,2.90E-06,"9606.ENSP00000011653,9606.ENSP00000260010,9606.ENSP00000268638,9606.ENSP00000289902,9606.ENSP00000306157,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000379873,9606.ENSP00000398698,9606.ENSP00000478289,9606.ENSP00000498321","CD4,TLR2,IRF8,FCER1G,IL7R,TLR4,FGR,SYK,HLA-A,TNF,LOC102723407,MYD88"
GO Process,GO:0002218,Activation of innate immune response,7,65,1.33,1.4,3.09E-06,"9606.ENSP00000262629,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000428924","TYROBP,IFI16,MNDA,TLR4,SYK,HCK,LYN"
GO Process,GO:0031334,Positive regulation of protein-containing complex assembly,10,193,1.01,1.2,3.20E-06,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000278616,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000398698,9606.ENSP00000498321","TGFB1,IFNG,PLEK,CCR7,ATM,TLR4,SYK,HCK,TNF,MYD88"
GO Process,GO:0051770,Positive regulation of nitric-oxide synthase biosynthetic process,5,18,1.74,1.53,3.72E-06,"9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000354394,9606.ENSP00000363089,9606.ENSP00000371067","IFNG,TLR2,STAT1,TLR4,JAK2"
GO Process,GO:0043299,Leukocyte degranulation,6,39,1.48,1.44,3.95E-06,"9606.ENSP00000219150,9606.ENSP00000356946,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000428924,9606.ENSP00000483570","CORO1A,FCGR3A,SYK,HCK,LYN,BTK"
GO Process,GO:0002704,Negative regulation of leukocyte mediated immunity,7,68,1.31,1.37,4.04E-06,"9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355","CCR2,IL7R,HLA-A,PTPN6,HLA-B,ARRB2,PTPRC"
GO Process,GO:0043122,Regulation of I-kappaB kinase/NF-kappaB signaling,11,255,0.93,1.12,4.09E-06,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000246657,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000376500,9606.ENSP00000398698,9606.ENSP00000433138,9606.ENSP00000498321","CD74,CD4,CCR7,STAT1,FASLG,CD40,TLR4,TRAF3,TNF,CASP1,MYD88"
GO Process,GO:0048872,Homeostasis of number of cells,11,256,0.93,1.12,4.23E-06,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000331614,9606.ENSP00000371067,9606.ENSP00000428924,9606.ENSP00000483570","CORO1A,TGFB1,CCR7,IL7R,CASP3,EZH2,HCLS1,IKZF1,JAK2,LYN,BTK"
GO Process,GO:0016192,Vesicle-mediated transport,23,1298,0.54,0.77,5.05E-06,"9606.ENSP00000219150,9606.ENSP00000234313,9606.ENSP00000247461,9606.ENSP00000249071,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000289902,9606.ENSP00000294507,9606.ENSP00000356946,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000380921,9606.ENSP00000380948,9606.ENSP00000403701,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000472929,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CORO1A,PLEK,CANX,RAC2,TYROBP,IRF8,FCER1G,LAPTM5,FCGR3A,TLR4,FGR,SYK,HCK,SH3KBP1,ITGB2,ARRB2,LYN,DOCK2,VAV1,LOC102723407,BTK,ITGAM,MYD88"
GO Process,GO:0032660,Regulation of interleukin-17 production,6,41,1.46,1.41,5.07E-06,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000483570,9606.ENSP00000498321","TGFB1,IFNG,TLR4,JAK2,BTK,MYD88"
GO Process,GO:0042130,Negative regulation of T cell proliferation,7,75,1.26,1.29,7.20E-06,"9606.ENSP00000221930,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000361021,9606.ENSP00000375629,9606.ENSP00000391592,9606.ENSP00000497102","TGFB1,CASP3,CD86,PTEN,LILRB2,PTPN6,CTLA4"
GO Process,GO:0002637,Regulation of immunoglobulin production,7,76,1.26,1.28,7.81E-06,"9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000332049,9606.ENSP00000361359,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000483570","XBP1,TGFB1,CD86,CD40,TNF,PTPRC,BTK"
GO Process,GO:0002708,Positive regulation of lymphocyte mediated immunity,8,116,1.13,1.21,8.19E-06,"9606.ENSP00000221930,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000472929,9606.ENSP00000483570","TGFB1,CD40,HLA-A,TNF,HLA-B,PTPRC,VAV1,BTK"
GO Process,GO:0071674,Mononuclear cell migration,8,116,1.13,1.21,8.19E-06,"9606.ENSP00000219150,9606.ENSP00000246657,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000386884","CORO1A,CCR7,ICAM1,ZAP70,CCR2,CCR5,CXCL10,CXCR4"
GO Process,GO:0071675,Regulation of mononuclear cell migration,8,125,1.1,1.15,1.37E-05,"9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000246657,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000398698,9606.ENSP00000428924","CORO1A,TGFB1,CCR7,CSF1R,CCR2,CXCL10,TNF,LYN"
GO Process,GO:0031348,Negative regulation of defense response,10,232,0.93,1.04,1.49E-05,"9606.ENSP00000226574,9606.ENSP00000357113,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924","NFKB1,IFI16,FGR,SYK,HCK,HLA-A,HLA-B,ARRB2,PTPRC,LYN"
GO Process,GO:0006935,Chemotaxis,14,516,0.73,0.88,1.59E-05,"9606.ENSP00000219150,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000364898,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000403701,9606.ENSP00000429283,9606.ENSP00000472929","CORO1A,CCR7,RAC2,CSF1R,FCER1G,CCR2,CCR5,CXCL10,SYK,ITGB2,CXCR4,ARRB2,DOCK2,VAV1"
GO Process,GO:0002285,Lymphocyte activation involved in immune response,8,130,1.08,1.12,1.78E-05,"9606.ENSP00000009530,9606.ENSP00000219150,9606.ENSP00000264832,9606.ENSP00000268638,9606.ENSP00000289902,9606.ENSP00000356946,9606.ENSP00000363089,9606.ENSP00000370343","CD74,CORO1A,ICAM1,IRF8,FCER1G,FCGR3A,TLR4,IRF4"
GO Process,GO:0002639,Positive regulation of immunoglobulin production,6,53,1.35,1.24,1.86E-05,"9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000332049,9606.ENSP00000361359,9606.ENSP00000411355,9606.ENSP00000483570","XBP1,TGFB1,CD86,CD40,PTPRC,BTK"
GO Process,GO:0043269,Regulation of ion transport,16,700,0.65,0.81,2.05E-05,"9606.ENSP00000011653,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000312999,9606.ENSP00000357981,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000375629,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000428924","CD4,CORO1A,TGFB1,IFNG,CCR2,CXCL10,GNAI2,CTSS,SYK,CYBB,LILRB2,CXCR4,PTPN6,TNF,ARRB2,LYN"
GO Process,GO:0035303,Regulation of dephosphorylation,8,133,1.07,1.1,2.07E-05,"9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000312999,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000398698,9606.ENSP00000411355","TGFB1,IFNG,PLEK,GNAI2,JAK2,LILRB2,TNF,PTPRC"
GO Process,GO:0002707,Negative regulation of lymphocyte mediated immunity,6,56,1.32,1.2,2.44E-05,"9606.ENSP00000306157,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355","IL7R,HLA-A,PTPN6,HLA-B,ARRB2,PTPRC"
GO Process,GO:2000107,Negative regulation of leukocyte apoptotic process,6,56,1.32,1.2,2.44E-05,"9606.ENSP00000009530,9606.ENSP00000246657,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000320176,9606.ENSP00000380697","CD74,CCR7,CD27,IL7R,HCLS1,IRF7"
GO Process,GO:0001912,Positive regulation of leukocyte mediated cytotoxicity,6,57,1.32,1.19,2.67E-05,"9606.ENSP00000262629,9606.ENSP00000379873,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000472929,9606.ENSP00000496959","TYROBP,HLA-A,HLA-B,PTPRC,VAV1,ITGAM"
